Season,Team,format,MatchIndicator,TotalWin,TotalDraw,TotalLose,TotalPoints,Value
13/14,Napoli,Home,HT_Home_Goals,13,4,2,43,23
14/15,Napoli,Away,Away_Corners,7,4,8,25,110
14/15,Napoli,Away,Away_Fouls,7,4,8,25,253
14/15,Napoli,Away,Away_Red,7,4,8,25,3
14/15,Napoli,Away,Away_Shot_Acc,7,4,8,25,6.74
14/15,Napoli,Away,Away_Shots,7,4,8,25,272
14/15,Napoli,Away,Away_Shots_on_Target,7,4,8,25,97
14/15,Napoli,Away,Away_Yellow,7,4,8,25,39
14/15,Napoli,Away,FT_Away_Goals,7,4,8,25,24
14/15,Napoli,Away,HT_Away_Goals,7,4,8,25,9
14/15,Napoli,Home,FT_Home_Goals,11,5,3,38,46
14/15,Napoli,Home,Home_Corners,11,5,3,38,141
14/15,Napoli,Home,Home_Fouls,11,5,3,38,271
14/15,Napoli,Home,Home_Red,11,5,3,38,3
14/15,Napoli,Home,Home_Shot_Acc,11,5,3,38,7.37
14/15,Napoli,Home,Home_Shots,11,5,3,38,350
14/15,Napoli,Home,Home_Shots_on_Target,11,5,3,38,136
14/15,Napoli,Home,Home_Yellow,11,5,3,38,38
14/15,Napoli,Home,HT_Home_Goals,11,5,3,38,17
15/16,Napoli,Away,Away_Corners,9,4,6,31,92
15/16,Napoli,Away,Away_Fouls,9,4,6,31,242
15/16,Napoli,Away,Away_Red,9,4,6,31,2
15/16,Napoli,Away,Away_Shot_Acc,9,4,6,31,6.75
15/16,Napoli,Away,Away_Shots,9,4,6,31,287
15/16,Napoli,Away,Away_Shots_on_Target,9,4,6,31,100
15/16,Napoli,Away,Away_Yellow,9,4,6,31,40
15/16,Napoli,Away,FT_Away_Goals,9,4,6,31,31
15/16,Napoli,Away,HT_Away_Goals,9,4,6,31,14
15/16,Napoli,Home,FT_Home_Goals,16,3,0,51,49
15/16,Napoli,Home,Home_Corners,16,3,0,51,132
15/16,Napoli,Home,Home_Fouls,16,3,0,51,199
15/16,Napoli,Home,Home_Red,16,3,0,51,0
15/16,Napoli,Home,Home_Shot_Acc,16,3,0,51,7.41
15/16,Napoli,Home,Home_Shots,16,3,0,51,369
15/16,Napoli,Home,Home_Shots_on_Target,16,3,0,51,143
15/16,Napoli,Home,Home_Yellow,16,3,0,51,28
15/16,Napoli,Home,HT_Home_Goals,16,3,0,51,22
16/17,Napoli,Away,Away_Corners,13,4,2,43,110
16/17,Napoli,Away,Away_Fouls,13,4,2,43,200
16/17,Napoli,Away,Away_Red,13,4,2,43,2
16/17,Napoli,Away,Away_Shot_Acc,13,4,2,43,7.85
16/17,Napoli,Away,Away_Shots,13,4,2,43,282
16/17,Napoli,Away,Away_Shots_on_Target,13,4,2,43,110
16/17,Napoli,Away,Away_Yellow,13,4,2,43,34
16/17,Napoli,Away,FT_Away_Goals,13,4,2,43,50
16/17,Napoli,Away,HT_Away_Goals,13,4,2,43,22
16/17,Napoli,Home,FT_Home_Goals,13,4,2,43,44
16/17,Napoli,Home,Home_Corners,13,4,2,43,156
16/17,Napoli,Home,Home_Fouls,13,4,2,43,176
16/17,Napoli,Home,Home_Red,13,4,2,43,0
16/17,Napoli,Home,Home_Shot_Acc,13,4,2,43,7.56
16/17,Napoli,Home,Home_Shots,13,4,2,43,388
16/17,Napoli,Home,Home_Shots_on_Target,13,4,2,43,152
16/17,Napoli,Home,Home_Yellow,13,4,2,43,24
16/17,Napoli,Home,HT_Home_Goals,13,4,2,43,15
17/18,Napoli,Away,Away_Corners,14,4,1,46,113
17/18,Napoli,Away,Away_Fouls,14,4,1,46,174
17/18,Napoli,Away,Away_Red,14,4,1,46,2
17/18,Napoli,Away,Away_Shot_Acc,14,4,1,46,7.08
17/18,Napoli,Away,Away_Shots,14,4,1,46,293
17/18,Napoli,Away,Away_Shots_on_Target,14,4,1,46,114
17/18,Napoli,Away,Away_Yellow,14,4,1,46,35
17/18,Napoli,Away,FT_Away_Goals,14,4,1,46,34
17/18,Napoli,Away,HT_Away_Goals,14,4,1,46,14
17/18,Napoli,Home,FT_Home_Goals,14,3,2,45,43
17/18,Napoli,Home,Home_Corners,14,3,2,45,128
17/18,Napoli,Home,Home_Fouls,14,3,2,45,175
17/18,Napoli,Home,Home_Red,14,3,2,45,1
17/18,Napoli,Home,Home_Shot_Acc,14,3,2,45,7.57
17/18,Napoli,Home,Home_Shots,14,3,2,45,359
17/18,Napoli,Home,Home_Shots_on_Target,14,3,2,45,142
17/18,Napoli,Home,Home_Yellow,14,3,2,45,23
17/18,Napoli,Home,HT_Home_Goals,14,3,2,45,21
18/19,Napoli,Away,Away_Corners,11,3,5,36,112
18/19,Napoli,Away,Away_Fouls,11,3,5,36,209
18/19,Napoli,Away,Away_Red,11,3,5,36,4
18/19,Napoli,Away,Away_Shot_Acc,11,3,5,36,9.78
18/19,Napoli,Away,Away_Shots,11,3,5,36,233
18/19,Napoli,Away,Away_Shots_on_Target,11,3,5,36,121
18/19,Napoli,Away,Away_Yellow,11,3,5,36,43
18/19,Napoli,Away,FT_Away_Goals,11,3,5,36,33
18/19,Napoli,Away,HT_Away_Goals,11,3,5,36,12
18/19,Napoli,Home,FT_Home_Goals,13,4,2,43,41
18/19,Napoli,Home,Home_Corners,13,4,2,43,143
18/19,Napoli,Home,Home_Fouls,13,4,2,43,191
18/19,Napoli,Home,Home_Red,13,4,2,43,1
18/19,Napoli,Home,Home_Shot_Acc,13,4,2,43,10.11
18/19,Napoli,Home,Home_Shots,13,4,2,43,317
18/19,Napoli,Home,Home_Shots_on_Target,13,4,2,43,169
18/19,Napoli,Home,Home_Yellow,13,4,2,43,32
18/19,Napoli,Home,HT_Home_Goals,13,4,2,43,17
09/10,Parma,Away,Away_Corners,4,6,9,18,80
09/10,Parma,Away,Away_Fouls,4,6,9,18,383
09/10,Parma,Away,Away_Red,4,6,9,18,3
09/10,Parma,Away,Away_Shot_Acc,4,6,9,18,6.75
09/10,Parma,Away,Away_Shots,4,6,9,18,208
09/10,Parma,Away,Away_Shots_on_Target,4,6,9,18,70
09/10,Parma,Away,Away_Yellow,4,6,9,18,44
09/10,Parma,Away,FT_Away_Goals,4,6,9,18,22
09/10,Parma,Away,HT_Away_Goals,4,6,9,18,11
09/10,Parma,Home,FT_Home_Goals,10,4,5,34,24
09/10,Parma,Home,Home_Corners,10,4,5,34,122
09/10,Parma,Home,Home_Fouls,10,4,5,34,347
09/10,Parma,Home,Home_Red,10,4,5,34,4
09/10,Parma,Home,Home_Shot_Acc,10,4,5,34,6.43
09/10,Parma,Home,Home_Shots,10,4,5,34,267
09/10,Parma,Home,Home_Shots_on_Target,10,4,5,34,93
09/10,Parma,Home,Home_Yellow,10,4,5,34,40
09/10,Parma,Home,HT_Home_Goals,10,4,5,34,6
10/11,Parma,Away,Away_Corners,4,6,9,18,92
10/11,Parma,Away,Away_Fouls,4,6,9,18,311
10/11,Parma,Away,Away_Red,4,6,9,18,5
10/11,Parma,Away,Away_Shot_Acc,4,6,9,18,6.06
10/11,Parma,Away,Away_Shots,4,6,9,18,214
10/11,Parma,Away,Away_Shots_on_Target,4,6,9,18,69
10/11,Parma,Away,Away_Yellow,4,6,9,18,42
10/11,Parma,Away,FT_Away_Goals,4,6,9,18,18
10/11,Parma,Away,HT_Away_Goals,4,6,9,18,9
10/11,Parma,Home,FT_Home_Goals,7,7,5,28,21
10/11,Parma,Home,Home_Corners,7,7,5,28,126
10/11,Parma,Home,Home_Fouls,7,7,5,28,344
10/11,Parma,Home,Home_Red,7,7,5,28,2
10/11,Parma,Home,Home_Shot_Acc,7,7,5,28,6
10/11,Parma,Home,Home_Shots,7,7,5,28,256
10/11,Parma,Home,Home_Shots_on_Target,7,7,5,28,81
10/11,Parma,Home,Home_Yellow,7,7,5,28,41
10/11,Parma,Home,HT_Home_Goals,7,7,5,28,9
11/12,Parma,Away,Away_Corners,5,6,8,21,90
11/12,Parma,Away,Away_Fouls,5,6,8,21,315
11/12,Parma,Away,Away_Red,5,6,8,21,1
11/12,Parma,Away,Away_Shot_Acc,5,6,8,21,5.42
11/12,Parma,Away,Away_Shots,5,6,8,21,206
11/12,Parma,Away,Away_Shots_on_Target,5,6,8,21,55
11/12,Parma,Away,Away_Yellow,5,6,8,21,38
11/12,Parma,Away,FT_Away_Goals,5,6,8,21,20
11/12,Parma,Away,HT_Away_Goals,5,6,8,21,4
11/12,Parma,Home,FT_Home_Goals,10,5,4,35,34
11/12,Parma,Home,Home_Corners,10,5,4,35,109
11/12,Parma,Home,Home_Fouls,10,5,4,35,302
11/12,Parma,Home,Home_Red,10,5,4,35,1
11/12,Parma,Home,Home_Shot_Acc,10,5,4,35,6.03
11/12,Parma,Home,Home_Shots,10,5,4,35,309
11/12,Parma,Home,Home_Shots_on_Target,10,5,4,35,93
11/12,Parma,Home,Home_Yellow,10,5,4,35,41
11/12,Parma,Home,HT_Home_Goals,10,5,4,35,16
12/13,Parma,Away,Away_Corners,4,4,11,16,112
12/13,Parma,Away,Away_Fouls,4,4,11,16,311
12/13,Parma,Away,Away_Red,4,4,11,16,1
12/13,Parma,Away,Away_Shot_Acc,4,4,11,16,6.4
12/13,Parma,Away,Away_Shots,4,4,11,16,248
12/13,Parma,Away,Away_Shots_on_Target,4,4,11,16,80
12/13,Parma,Away,Away_Yellow,4,4,11,16,56
12/13,Parma,Away,FT_Away_Goals,4,4,11,16,17
12/13,Parma,Away,HT_Away_Goals,4,4,11,16,7
12/13,Parma,Home,FT_Home_Goals,9,6,4,33,28
12/13,Parma,Home,Home_Corners,9,6,4,33,127
12/13,Parma,Home,Home_Fouls,9,6,4,33,354
12/13,Parma,Home,Home_Red,9,6,4,33,2
12/13,Parma,Home,Home_Shot_Acc,9,6,4,33,6.22
12/13,Parma,Home,Home_Shots,9,6,4,33,287
12/13,Parma,Home,Home_Shots_on_Target,9,6,4,33,97
12/13,Parma,Home,Home_Yellow,9,6,4,33,50
12/13,Parma,Home,HT_Home_Goals,9,6,4,33,7
13/14,Parma,Away,Away_Corners,6,6,7,24,90
13/14,Parma,Away,Away_Fouls,6,6,7,24,313
13/14,Parma,Away,Away_Red,6,6,7,24,3
13/14,Parma,Away,Away_Shot_Acc,6,6,7,24,6.29
13/14,Parma,Away,Away_Shots,6,6,7,24,259
13/14,Parma,Away,Away_Shots_on_Target,6,6,7,24,82
13/14,Parma,Away,Away_Yellow,6,6,7,24,47
13/14,Parma,Away,FT_Away_Goals,6,6,7,24,31
13/14,Parma,Away,HT_Away_Goals,6,6,7,24,12
13/14,Parma,Home,FT_Home_Goals,9,7,3,34,27
13/14,Parma,Home,Home_Corners,9,7,3,34,105
13/14,Parma,Home,Home_Fouls,9,7,3,34,303
13/14,Parma,Home,Home_Red,9,7,3,34,5
13/14,Parma,Home,Home_Shot_Acc,9,7,3,34,6.05
13/14,Parma,Home,Home_Shots,9,7,3,34,235
13/14,Parma,Home,Home_Shots_on_Target,9,7,3,34,78
13/14,Parma,Home,Home_Yellow,9,7,3,34,51
13/14,Parma,Home,HT_Home_Goals,9,7,3,34,16
14/15,Parma,Away,Away_Corners,1,4,14,7,66
14/15,Parma,Away,Away_Fouls,1,4,14,7,306
14/15,Parma,Away,Away_Red,1,4,14,7,4
14/15,Parma,Away,Away_Shot_Acc,1,4,14,7,4.46
14/15,Parma,Away,Away_Shots,1,4,14,7,210
14/15,Parma,Away,Away_Shots_on_Target,1,4,14,7,53
14/15,Parma,Away,Away_Yellow,1,4,14,7,40
14/15,Parma,Away,FT_Away_Goals,1,4,14,7,14
14/15,Parma,Away,HT_Away_Goals,1,4,14,7,7
14/15,Parma,Home,FT_Home_Goals,5,4,10,19,19
14/15,Parma,Home,Home_Corners,5,4,10,19,86
14/15,Parma,Home,Home_Fouls,5,4,10,19,353
14/15,Parma,Home,Home_Red,5,4,10,19,4
14/15,Parma,Home,Home_Shot_Acc,5,4,10,19,5.56
14/15,Parma,Home,Home_Shots,5,4,10,19,204
14/15,Parma,Home,Home_Shots_on_Target,5,4,10,19,58
14/15,Parma,Home,Home_Yellow,5,4,10,19,58
14/15,Parma,Home,HT_Home_Goals,5,4,10,19,9
18/19,Parma,Away,Away_Corners,5,4,10,19,77
18/19,Parma,Away,Away_Fouls,5,4,10,19,240
18/19,Parma,Away,Away_Red,5,4,10,19,1
18/19,Parma,Away,Away_Shot_Acc,5,4,10,19,8.64
18/19,Parma,Away,Away_Shots,5,4,10,19,118
18/19,Parma,Away,Away_Shots_on_Target,5,4,10,19,62
18/19,Parma,Away,Away_Yellow,5,4,10,19,46
18/19,Parma,Away,FT_Away_Goals,5,4,10,19,23
18/19,Parma,Away,HT_Away_Goals,5,4,10,19,12
18/19,Parma,Home,FT_Home_Goals,5,7,7,22,18
18/19,Parma,Home,Home_Corners,5,7,7,22,67
18/19,Parma,Home,Home_Fouls,5,7,7,22,247
18/19,Parma,Home,Home_Red,5,7,7,22,2
18/19,Parma,Home,Home_Shot_Acc,5,7,7,22,8.82
18/19,Parma,Home,Home_Shots,5,7,7,22,152
18/19,Parma,Home,Home_Shots_on_Target,5,7,7,22,72
18/19,Parma,Home,Home_Yellow,5,7,7,22,38
18/19,Parma,Home,HT_Home_Goals,5,7,7,22,9
09/10,Roma,Away,Away_Corners,9,7,3,34,93
09/10,Roma,Away,Away_Fouls,9,7,3,34,323
09/10,Roma,Away,Away_Red,9,7,3,34,1
09/10,Roma,Away,Away_Shot_Acc,9,7,3,34,6.14
09/10,Roma,Away,Away_Shots,9,7,3,34,258
09/10,Roma,Away,Away_Shots_on_Target,9,7,3,34,83
09/10,Roma,Away,Away_Yellow,9,7,3,34,50
09/10,Roma,Away,FT_Away_Goals,9,7,3,34,32
09/10,Roma,Away,HT_Away_Goals,9,7,3,34,13
09/10,Roma,Home,FT_Home_Goals,15,1,3,46,36
09/10,Roma,Home,Home_Corners,15,1,3,46,142
09/10,Roma,Home,Home_Fouls,15,1,3,46,274
09/10,Roma,Home,Home_Red,15,1,3,46,2
09/10,Roma,Home,Home_Shot_Acc,15,1,3,46,6.19
09/10,Roma,Home,Home_Shots,15,1,3,46,352
09/10,Roma,Home,Home_Shots_on_Target,15,1,3,46,112
09/10,Roma,Home,Home_Yellow,15,1,3,46,37
09/10,Roma,Home,HT_Home_Goals,15,1,3,46,21
10/11,Roma,Away,Away_Corners,7,4,8,25,90
10/11,Roma,Away,Away_Fouls,7,4,8,25,275
10/11,Roma,Away,Away_Red,7,4,8,25,7
10/11,Roma,Away,Away_Shot_Acc,7,4,8,25,5.4
10/11,Roma,Away,Away_Shots,7,4,8,25,283
10/11,Roma,Away,Away_Shots_on_Target,7,4,8,25,79
10/11,Roma,Away,Away_Yellow,7,4,8,25,44
10/11,Roma,Away,FT_Away_Goals,7,4,8,25,28
10/11,Roma,Away,HT_Away_Goals,7,4,8,25,13
10/11,Roma,Home,FT_Home_Goals,11,5,3,38,31
10/11,Roma,Home,Home_Corners,11,5,3,38,129
10/11,Roma,Home,Home_Fouls,11,5,3,38,280
10/11,Roma,Home,Home_Red,11,5,3,38,2
10/11,Roma,Home,Home_Shot_Acc,11,5,3,38,6.15
10/11,Roma,Home,Home_Shots,11,5,3,38,318
10/11,Roma,Home,Home_Shots_on_Target,11,5,3,38,103
10/11,Roma,Home,Home_Yellow,11,5,3,38,37
10/11,Roma,Home,HT_Home_Goals,11,5,3,38,12
11/12,Roma,Away,Away_Corners,6,3,10,21,95
11/12,Roma,Away,Away_Fouls,6,3,10,21,244
11/12,Roma,Away,Away_Red,6,3,10,21,7
11/12,Roma,Away,Away_Shot_Acc,6,3,10,21,5.28
11/12,Roma,Away,Away_Shots,6,3,10,21,266
11/12,Roma,Away,Away_Shots_on_Target,6,3,10,21,76
11/12,Roma,Away,Away_Yellow,6,3,10,21,38
11/12,Roma,Away,FT_Away_Goals,6,3,10,21,21
11/12,Roma,Away,HT_Away_Goals,6,3,10,21,12
11/12,Roma,Home,FT_Home_Goals,10,5,4,35,39
11/12,Roma,Home,Home_Corners,10,5,4,35,134
11/12,Roma,Home,Home_Fouls,10,5,4,35,243
11/12,Roma,Home,Home_Red,10,5,4,35,3
11/12,Roma,Home,Home_Shot_Acc,10,5,4,35,6.68
11/12,Roma,Home,Home_Shots,10,5,4,35,357
11/12,Roma,Home,Home_Shots_on_Target,10,5,4,35,128
11/12,Roma,Home,Home_Yellow,10,5,4,35,39
11/12,Roma,Home,HT_Home_Goals,10,5,4,35,20
12/13,Roma,Away,Away_Corners,8,3,8,27,NA
12/13,Roma,Away,Away_Fouls,8,3,8,27,NA
12/13,Roma,Away,Away_Red,8,3,8,27,NA
12/13,Roma,Away,Away_Shot_Acc,8,3,8,27,NA
12/13,Roma,Away,Away_Shots,8,3,8,27,NA
12/13,Roma,Away,Away_Shots_on_Target,8,3,8,27,NA
12/13,Roma,Away,Away_Yellow,8,3,8,27,NA
12/13,Roma,Away,FT_Away_Goals,8,3,8,27,31
12/13,Roma,Away,HT_Away_Goals,8,3,8,27,NA
12/13,Roma,Home,FT_Home_Goals,10,5,4,35,40
12/13,Roma,Home,Home_Corners,10,5,4,35,144
12/13,Roma,Home,Home_Fouls,10,5,4,35,239
12/13,Roma,Home,Home_Red,10,5,4,35,3
12/13,Roma,Home,Home_Shot_Acc,10,5,4,35,7.11
12/13,Roma,Home,Home_Shots,10,5,4,35,341
12/13,Roma,Home,Home_Shots_on_Target,10,5,4,35,121
12/13,Roma,Home,Home_Yellow,10,5,4,35,44
12/13,Roma,Home,HT_Home_Goals,10,5,4,35,21
13/14,Roma,Away,Away_Corners,11,4,4,37,83
13/14,Roma,Away,Away_Fouls,11,4,4,37,257
13/14,Roma,Away,Away_Red,11,4,4,37,4
13/14,Roma,Away,Away_Shot_Acc,11,4,4,37,6.83
13/14,Roma,Away,Away_Shots,11,4,4,37,251
13/14,Roma,Away,Away_Shots_on_Target,11,4,4,37,86
13/14,Roma,Away,Away_Yellow,11,4,4,37,47
13/14,Roma,Away,FT_Away_Goals,11,4,4,37,28
13/14,Roma,Away,HT_Away_Goals,11,4,4,37,13
13/14,Roma,Home,FT_Home_Goals,15,3,1,48,44
13/14,Roma,Home,Home_Corners,15,3,1,48,130
13/14,Roma,Home,Home_Fouls,15,3,1,48,230
13/14,Roma,Home,Home_Red,15,3,1,48,1
13/14,Roma,Home,Home_Shot_Acc,15,3,1,48,7.32
13/14,Roma,Home,Home_Shots,15,3,1,48,341
13/14,Roma,Home,Home_Shots_on_Target,15,3,1,48,130
13/14,Roma,Home,Home_Yellow,15,3,1,48,35
13/14,Roma,Home,HT_Home_Goals,15,3,1,48,21
14/15,Roma,Away,Away_Corners,9,6,4,33,104
14/15,Roma,Away,Away_Fouls,9,6,4,33,256
14/15,Roma,Away,Away_Red,9,6,4,33,1
14/15,Roma,Away,Away_Shot_Acc,9,6,4,33,6.5600000000000005
14/15,Roma,Away,Away_Shots,9,6,4,33,234
14/15,Roma,Away,Away_Shots_on_Target,9,6,4,33,78
14/15,Roma,Away,Away_Yellow,9,6,4,33,58
14/15,Roma,Away,FT_Away_Goals,9,6,4,33,23
14/15,Roma,Away,HT_Away_Goals,9,6,4,33,13
14/15,Roma,Home,FT_Home_Goals,10,7,2,37,31
14/15,Roma,Home,Home_Corners,10,7,2,37,120
14/15,Roma,Home,Home_Fouls,10,7,2,37,263
14/15,Roma,Home,Home_Red,10,7,2,37,4
14/15,Roma,Home,Home_Shot_Acc,10,7,2,37,6.68
14/15,Roma,Home,Home_Shots,10,7,2,37,289
14/15,Roma,Home,Home_Shots_on_Target,10,7,2,37,98
14/15,Roma,Home,Home_Yellow,10,7,2,37,NA
14/15,Roma,Home,HT_Home_Goals,10,7,2,37,14
15/16,Roma,Away,Away_Corners,10,6,3,36,106
15/16,Roma,Away,Away_Fouls,10,6,3,36,248
15/16,Roma,Away,Away_Red,10,6,3,36,3
15/16,Roma,Away,Away_Shot_Acc,10,6,3,36,7.4
15/16,Roma,Away,Away_Shots,10,6,3,36,279
15/16,Roma,Away,Away_Shots_on_Target,10,6,3,36,108
15/16,Roma,Away,Away_Yellow,10,6,3,36,48
15/16,Roma,Away,FT_Away_Goals,10,6,3,36,39
15/16,Roma,Away,HT_Away_Goals,10,6,3,36,17
15/16,Roma,Home,FT_Home_Goals,13,5,1,44,44
15/16,Roma,Home,Home_Corners,13,5,1,44,130
15/16,Roma,Home,Home_Fouls,13,5,1,44,284
15/16,Roma,Home,Home_Red,13,5,1,44,2
15/16,Roma,Home,Home_Shot_Acc,13,5,1,44,6.89
15/16,Roma,Home,Home_Shots,13,5,1,44,306
15/16,Roma,Home,Home_Shots_on_Target,13,5,1,44,108
15/16,Roma,Home,Home_Yellow,13,5,1,44,31
15/16,Roma,Home,HT_Home_Goals,13,5,1,44,18
16/17,Roma,Away,Away_Corners,12,2,5,38,115
16/17,Roma,Away,Away_Fouls,12,2,5,38,249
16/17,Roma,Away,Away_Red,12,2,5,38,0
16/17,Roma,Away,Away_Shot_Acc,12,2,5,38,6.85
16/17,Roma,Away,Away_Shots,12,2,5,38,299
16/17,Roma,Away,Away_Shots_on_Target,12,2,5,38,104
16/17,Roma,Away,Away_Yellow,12,2,5,38,38
16/17,Roma,Away,FT_Away_Goals,12,2,5,38,40
16/17,Roma,Away,HT_Away_Goals,12,2,5,38,17
16/17,Roma,Home,FT_Home_Goals,16,1,2,49,50
16/17,Roma,Home,Home_Corners,16,1,2,49,144
16/17,Roma,Home,Home_Fouls,16,1,2,49,213
16/17,Roma,Home,Home_Red,16,1,2,49,1
16/17,Roma,Home,Home_Shot_Acc,16,1,2,49,6.71
16/17,Roma,Home,Home_Shots,16,1,2,49,377
16/17,Roma,Home,Home_Shots_on_Target,16,1,2,49,130
16/17,Roma,Home,Home_Yellow,16,1,2,49,26
16/17,Roma,Home,HT_Home_Goals,16,1,2,49,18
17/18,Roma,Away,Away_Corners,12,6,1,42,111
17/18,Roma,Away,Away_Fouls,12,6,1,42,202
17/18,Roma,Away,Away_Red,12,6,1,42,2
17/18,Roma,Away,Away_Shot_Acc,12,6,1,42,6.14
17/18,Roma,Away,Away_Shots,12,6,1,42,284
17/18,Roma,Away,Away_Shots_on_Target,12,6,1,42,97
17/18,Roma,Away,Away_Yellow,12,6,1,42,26
17/18,Roma,Away,FT_Away_Goals,12,6,1,42,30
17/18,Roma,Away,HT_Away_Goals,12,6,1,42,13
17/18,Roma,Home,FT_Home_Goals,11,2,6,35,31
17/18,Roma,Home,Home_Corners,11,2,6,35,152
17/18,Roma,Home,Home_Fouls,11,2,6,35,194
17/18,Roma,Home,Home_Red,11,2,6,35,2
17/18,Roma,Home,Home_Shot_Acc,11,2,6,35,5.97
17/18,Roma,Home,Home_Shots,11,2,6,35,360
17/18,Roma,Home,Home_Shots_on_Target,11,2,6,35,116
17/18,Roma,Home,Home_Yellow,11,2,6,35,22
17/18,Roma,Home,HT_Home_Goals,11,2,6,35,15
18/19,Roma,Away,Away_Corners,6,7,6,25,104
18/19,Roma,Away,Away_Fouls,6,7,6,25,226
18/19,Roma,Away,Away_Red,6,7,6,25,1
18/19,Roma,Away,Away_Shot_Acc,6,7,6,25,10.99
18/19,Roma,Away,Away_Shots,6,7,6,25,215
18/19,Roma,Away,Away_Shots_on_Target,6,7,6,25,116
18/19,Roma,Away,Away_Yellow,6,7,6,25,50
18/19,Roma,Away,FT_Away_Goals,6,7,6,25,23
18/19,Roma,Away,HT_Away_Goals,6,7,6,25,12
18/19,Roma,Home,FT_Home_Goals,12,5,2,41,43
18/19,Roma,Home,Home_Corners,12,5,2,41,123
18/19,Roma,Home,Home_Fouls,12,5,2,41,227
18/19,Roma,Home,Home_Red,12,5,2,41,1
18/19,Roma,Home,Home_Shot_Acc,12,5,2,41,10.79
18/19,Roma,Home,Home_Shots,12,5,2,41,244
18/19,Roma,Home,Home_Shots_on_Target,12,5,2,41,141
18/19,Roma,Home,Home_Yellow,12,5,2,41,40
18/19,Roma,Home,HT_Home_Goals,12,5,2,41,21
09/10,Sampdoria,Away,Away_Corners,6,4,9,22,62
09/10,Sampdoria,Away,Away_Fouls,6,4,9,22,304
09/10,Sampdoria,Away,Away_Red,6,4,9,22,7
09/10,Sampdoria,Away,Away_Shot_Acc,6,4,9,22,7.37
09/10,Sampdoria,Away,Away_Shots,6,4,9,22,176
09/10,Sampdoria,Away,Away_Shots_on_Target,6,4,9,22,69
09/10,Sampdoria,Away,Away_Yellow,6,4,9,22,37
09/10,Sampdoria,Away,FT_Away_Goals,6,4,9,22,18
09/10,Sampdoria,Away,HT_Away_Goals,6,4,9,22,7
09/10,Sampdoria,Home,FT_Home_Goals,13,6,0,45,31
09/10,Sampdoria,Home,Home_Corners,13,6,0,45,116
09/10,Sampdoria,Home,Home_Fouls,13,6,0,45,290
09/10,Sampdoria,Home,Home_Red,13,6,0,45,1
09/10,Sampdoria,Home,Home_Shot_Acc,13,6,0,45,6.67
09/10,Sampdoria,Home,Home_Shots,13,6,0,45,264
09/10,Sampdoria,Home,Home_Shots_on_Target,13,6,0,45,93
09/10,Sampdoria,Home,Home_Yellow,13,6,0,45,41
09/10,Sampdoria,Home,HT_Home_Goals,13,6,0,45,20
10/11,Sampdoria,Away,Away_Corners,3,6,10,15,85
10/11,Sampdoria,Away,Away_Fouls,3,6,10,15,259
10/11,Sampdoria,Away,Away_Red,3,6,10,15,2
10/11,Sampdoria,Away,Away_Shot_Acc,3,6,10,15,5.29
10/11,Sampdoria,Away,Away_Shots,3,6,10,15,212
10/11,Sampdoria,Away,Away_Shots_on_Target,3,6,10,15,57
10/11,Sampdoria,Away,Away_Yellow,3,6,10,15,35
10/11,Sampdoria,Away,FT_Away_Goals,3,6,10,15,12
10/11,Sampdoria,Away,HT_Away_Goals,3,6,10,15,5
10/11,Sampdoria,Home,FT_Home_Goals,5,6,8,21,21
10/11,Sampdoria,Home,Home_Corners,5,6,8,21,125
10/11,Sampdoria,Home,Home_Fouls,5,6,8,21,282
10/11,Sampdoria,Home,Home_Red,5,6,8,21,3
10/11,Sampdoria,Home,Home_Shot_Acc,5,6,8,21,5.89
10/11,Sampdoria,Home,Home_Shots,5,6,8,21,242
10/11,Sampdoria,Home,Home_Shots_on_Target,5,6,8,21,76
10/11,Sampdoria,Home,Home_Yellow,5,6,8,21,37
10/11,Sampdoria,Home,HT_Home_Goals,5,6,8,21,4
12/13,Sampdoria,Away,Away_Corners,3,7,9,16,60
12/13,Sampdoria,Away,Away_Fouls,3,7,9,16,283
12/13,Sampdoria,Away,Away_Red,3,7,9,16,8
12/13,Sampdoria,Away,Away_Shot_Acc,3,7,9,16,5.82
12/13,Sampdoria,Away,Away_Shots,3,7,9,16,167
12/13,Sampdoria,Away,Away_Shots_on_Target,3,7,9,16,52
12/13,Sampdoria,Away,Away_Yellow,3,7,9,16,43
12/13,Sampdoria,Away,FT_Away_Goals,3,7,9,16,18
12/13,Sampdoria,Away,HT_Away_Goals,3,7,9,16,5
12/13,Sampdoria,Home,FT_Home_Goals,8,3,8,27,25
12/13,Sampdoria,Home,Home_Corners,8,3,8,27,121
12/13,Sampdoria,Home,Home_Fouls,8,3,8,27,254
12/13,Sampdoria,Home,Home_Red,8,3,8,27,2
12/13,Sampdoria,Home,Home_Shot_Acc,8,3,8,27,6.24
12/13,Sampdoria,Home,Home_Shots,8,3,8,27,263
12/13,Sampdoria,Home,Home_Shots_on_Target,8,3,8,27,86
12/13,Sampdoria,Home,Home_Yellow,8,3,8,27,42
12/13,Sampdoria,Home,HT_Home_Goals,8,3,8,27,9
13/14,Sampdoria,Away,Away_Corners,5,4,10,19,74
13/14,Sampdoria,Away,Away_Fouls,5,4,10,19,319
13/14,Sampdoria,Away,Away_Red,5,4,10,19,2
13/14,Sampdoria,Away,Away_Shot_Acc,5,4,10,19,5.79
13/14,Sampdoria,Away,Away_Shots,5,4,10,19,247
