Season,Team,format,MatchIndicator,TotalWin,TotalDraw,TotalLose,TotalPoints,Value
17/18,Verona,Away,Away_Shots,2,3,14,9,163
17/18,Verona,Away,Away_Shots_on_Target,2,3,14,9,48
17/18,Verona,Away,Away_Yellow,2,3,14,9,45
17/18,Verona,Away,FT_Away_Goals,2,3,14,9,16
17/18,Verona,Away,HT_Away_Goals,2,3,14,9,6
17/18,Verona,Home,FT_Home_Goals,5,1,13,16,14
17/18,Verona,Home,Home_Corners,5,1,13,16,80
17/18,Verona,Home,Home_Fouls,5,1,13,16,265
17/18,Verona,Home,Home_Red,5,1,13,16,1
17/18,Verona,Home,Home_Shot_Acc,5,1,13,16,5.33
17/18,Verona,Home,Home_Shots,5,1,13,16,194
17/18,Verona,Home,Home_Shots_on_Target,5,1,13,16,53
17/18,Verona,Home,Home_Yellow,5,1,13,16,51
17/18,Verona,Home,HT_Home_Goals,5,1,13,16,6
13/14,Sassuolo,Away,Away_Corners,4,5,10,17,85
13/14,Sassuolo,Away,Away_Fouls,4,5,10,17,315
13/14,Sassuolo,Away,Away_Red,4,5,10,17,2
13/14,Sassuolo,Away,Away_Shot_Acc,4,5,10,17,5.65
13/14,Sassuolo,Away,Away_Shots,4,5,10,17,250
13/14,Sassuolo,Away,Away_Shots_on_Target,4,5,10,17,74
13/14,Sassuolo,Away,Away_Yellow,4,5,10,17,47
13/14,Sassuolo,Away,FT_Away_Goals,4,5,10,17,20
13/14,Sassuolo,Away,HT_Away_Goals,4,5,10,17,10
13/14,Sassuolo,Home,FT_Home_Goals,5,2,12,17,23
13/14,Sassuolo,Home,Home_Corners,5,2,12,17,114
13/14,Sassuolo,Home,Home_Fouls,5,2,12,17,317
13/14,Sassuolo,Home,Home_Red,5,2,12,17,3
13/14,Sassuolo,Home,Home_Shot_Acc,5,2,12,17,7.03
13/14,Sassuolo,Home,Home_Shots,5,2,12,17,242
13/14,Sassuolo,Home,Home_Shots_on_Target,5,2,12,17,89
13/14,Sassuolo,Home,Home_Yellow,5,2,12,17,50
13/14,Sassuolo,Home,HT_Home_Goals,5,2,12,17,10
14/15,Sassuolo,Away,Away_Corners,5,5,9,20,60
14/15,Sassuolo,Away,Away_Fouls,5,5,9,20,288
14/15,Sassuolo,Away,Away_Red,5,5,9,20,7
14/15,Sassuolo,Away,Away_Shot_Acc,5,5,9,20,6.28
14/15,Sassuolo,Away,Away_Shots,5,5,9,20,208
14/15,Sassuolo,Away,Away_Shots_on_Target,5,5,9,20,70
14/15,Sassuolo,Away,Away_Yellow,5,5,9,20,46
14/15,Sassuolo,Away,FT_Away_Goals,5,5,9,20,24
14/15,Sassuolo,Away,HT_Away_Goals,5,5,9,20,9
14/15,Sassuolo,Home,FT_Home_Goals,7,8,4,29,25
14/15,Sassuolo,Home,Home_Corners,7,8,4,29,104
14/15,Sassuolo,Home,Home_Fouls,7,8,4,29,299
14/15,Sassuolo,Home,Home_Red,7,8,4,29,2
14/15,Sassuolo,Home,Home_Shot_Acc,7,8,4,29,6.78
14/15,Sassuolo,Home,Home_Shots,7,8,4,29,239
14/15,Sassuolo,Home,Home_Shots_on_Target,7,8,4,29,82
14/15,Sassuolo,Home,Home_Yellow,7,8,4,29,55
14/15,Sassuolo,Home,HT_Home_Goals,7,8,4,29,14
15/16,Sassuolo,Away,Away_Corners,8,5,6,29,91
15/16,Sassuolo,Away,Away_Fouls,8,5,6,29,306
15/16,Sassuolo,Away,Away_Red,8,5,6,29,2
15/16,Sassuolo,Away,Away_Shot_Acc,8,5,6,29,6.66
15/16,Sassuolo,Away,Away_Shots,8,5,6,29,207
15/16,Sassuolo,Away,Away_Shots_on_Target,8,5,6,29,71
15/16,Sassuolo,Away,Away_Yellow,8,5,6,29,48
15/16,Sassuolo,Away,FT_Away_Goals,8,5,6,29,24
15/16,Sassuolo,Away,HT_Away_Goals,8,5,6,29,14
15/16,Sassuolo,Home,FT_Home_Goals,8,8,3,32,25
15/16,Sassuolo,Home,Home_Corners,8,8,3,32,111
15/16,Sassuolo,Home,Home_Fouls,8,8,3,32,265
15/16,Sassuolo,Home,Home_Red,8,8,3,32,5
15/16,Sassuolo,Home,Home_Shot_Acc,8,8,3,32,6.0200000000000005
15/16,Sassuolo,Home,Home_Shots,8,8,3,32,279
15/16,Sassuolo,Home,Home_Shots_on_Target,8,8,3,32,82
15/16,Sassuolo,Home,Home_Yellow,8,8,3,32,42
15/16,Sassuolo,Home,HT_Home_Goals,8,8,3,32,16
16/17,Sassuolo,Away,Away_Corners,6,4,9,22,111
16/17,Sassuolo,Away,Away_Fouls,6,4,9,22,242
16/17,Sassuolo,Away,Away_Red,6,4,9,22,1
16/17,Sassuolo,Away,Away_Shot_Acc,6,4,9,22,7.2
16/17,Sassuolo,Away,Away_Shots,6,4,9,22,213
16/17,Sassuolo,Away,Away_Shots_on_Target,6,4,9,22,79
16/17,Sassuolo,Away,Away_Yellow,6,4,9,22,42
16/17,Sassuolo,Away,FT_Away_Goals,6,4,9,22,31
16/17,Sassuolo,Away,HT_Away_Goals,6,4,9,22,15
16/17,Sassuolo,Home,FT_Home_Goals,7,3,9,24,27
16/17,Sassuolo,Home,Home_Corners,7,3,9,24,109
16/17,Sassuolo,Home,Home_Fouls,7,3,9,24,276
16/17,Sassuolo,Home,Home_Red,7,3,9,24,1
16/17,Sassuolo,Home,Home_Shot_Acc,7,3,9,24,7.76
16/17,Sassuolo,Home,Home_Shots,7,3,9,24,228
16/17,Sassuolo,Home,Home_Shots_on_Target,7,3,9,24,92
16/17,Sassuolo,Home,Home_Yellow,7,3,9,24,48
16/17,Sassuolo,Home,HT_Home_Goals,7,3,9,24,NA
17/18,Sassuolo,Away,Away_Corners,7,3,9,24,93
17/18,Sassuolo,Away,Away_Fouls,7,3,9,24,230
17/18,Sassuolo,Away,Away_Red,7,3,9,24,4
17/18,Sassuolo,Away,Away_Shot_Acc,7,3,9,24,5.74
17/18,Sassuolo,Away,Away_Shots,7,3,9,24,238
17/18,Sassuolo,Away,Away_Shots_on_Target,7,3,9,24,72
17/18,Sassuolo,Away,Away_Yellow,7,3,9,24,45
17/18,Sassuolo,Away,FT_Away_Goals,7,3,9,24,18
17/18,Sassuolo,Away,HT_Away_Goals,7,3,9,24,9
17/18,Sassuolo,Home,FT_Home_Goals,4,7,8,19,11
17/18,Sassuolo,Home,Home_Corners,4,7,8,19,103
17/18,Sassuolo,Home,Home_Fouls,4,7,8,19,253
17/18,Sassuolo,Home,Home_Red,4,7,8,19,3
17/18,Sassuolo,Home,Home_Shot_Acc,4,7,8,19,5.41
17/18,Sassuolo,Home,Home_Shots,4,7,8,19,257
17/18,Sassuolo,Home,Home_Shots_on_Target,4,7,8,19,71
17/18,Sassuolo,Home,Home_Yellow,4,7,8,19,44
17/18,Sassuolo,Home,HT_Home_Goals,4,7,8,19,5
18/19,Sassuolo,Away,Away_Corners,4,6,9,18,73
18/19,Sassuolo,Away,Away_Fouls,4,6,9,18,250
18/19,Sassuolo,Away,Away_Red,4,6,9,18,6
18/19,Sassuolo,Away,Away_Shot_Acc,4,6,9,18,9.89
18/19,Sassuolo,Away,Away_Shots,4,6,9,18,162
18/19,Sassuolo,Away,Away_Shots_on_Target,4,6,9,18,82
18/19,Sassuolo,Away,Away_Yellow,4,6,9,18,46
18/19,Sassuolo,Away,FT_Away_Goals,4,6,9,18,20
18/19,Sassuolo,Away,HT_Away_Goals,4,6,9,18,8
18/19,Sassuolo,Home,FT_Home_Goals,5,10,4,25,33
18/19,Sassuolo,Home,Home_Corners,5,10,4,25,112
18/19,Sassuolo,Home,Home_Fouls,5,10,4,25,260
18/19,Sassuolo,Home,Home_Red,5,10,4,25,2
18/19,Sassuolo,Home,Home_Shot_Acc,5,10,4,25,8.98
18/19,Sassuolo,Home,Home_Shots,5,10,4,25,214
18/19,Sassuolo,Home,Home_Shots_on_Target,5,10,4,25,102
18/19,Sassuolo,Home,Home_Yellow,5,10,4,25,41
18/19,Sassuolo,Home,HT_Home_Goals,5,10,4,25,14
14/15,Empoli,Away,Away_Corners,2,10,7,16,77
14/15,Empoli,Away,Away_Fouls,2,10,7,16,250
14/15,Empoli,Away,Away_Red,2,10,7,16,1
14/15,Empoli,Away,Away_Shot_Acc,2,10,7,16,6.8
14/15,Empoli,Away,Away_Shots,2,10,7,16,237
14/15,Empoli,Away,Away_Shots_on_Target,2,10,7,16,81
14/15,Empoli,Away,Away_Yellow,2,10,7,16,33
14/15,Empoli,Away,FT_Away_Goals,2,10,7,16,20
14/15,Empoli,Away,HT_Away_Goals,2,10,7,16,7
14/15,Empoli,Home,FT_Home_Goals,6,8,5,26,26
14/15,Empoli,Home,Home_Corners,6,8,5,26,148
14/15,Empoli,Home,Home_Fouls,6,8,5,26,239
14/15,Empoli,Home,Home_Red,6,8,5,26,3
14/15,Empoli,Home,Home_Shot_Acc,6,8,5,26,6.2
14/15,Empoli,Home,Home_Shots,6,8,5,26,275
14/15,Empoli,Home,Home_Shots_on_Target,6,8,5,26,86
14/15,Empoli,Home,Home_Yellow,6,8,5,26,25
14/15,Empoli,Home,HT_Home_Goals,6,8,5,26,13
15/16,Empoli,Away,Away_Corners,5,4,10,19,73
15/16,Empoli,Away,Away_Fouls,5,4,10,19,262
15/16,Empoli,Away,Away_Red,5,4,10,19,4
15/16,Empoli,Away,Away_Shot_Acc,5,4,10,19,6.32
15/16,Empoli,Away,Away_Shots,5,4,10,19,226
15/16,Empoli,Away,Away_Shots_on_Target,5,4,10,19,75
15/16,Empoli,Away,Away_Yellow,5,4,10,19,57
15/16,Empoli,Away,FT_Away_Goals,5,4,10,19,18
15/16,Empoli,Away,HT_Away_Goals,5,4,10,19,8
15/16,Empoli,Home,FT_Home_Goals,7,6,6,27,22
15/16,Empoli,Home,Home_Corners,7,6,6,27,96
15/16,Empoli,Home,Home_Fouls,7,6,6,27,245
15/16,Empoli,Home,Home_Red,7,6,6,27,2
15/16,Empoli,Home,Home_Shot_Acc,7,6,6,27,5.71
15/16,Empoli,Home,Home_Shots,7,6,6,27,251
15/16,Empoli,Home,Home_Shots_on_Target,7,6,6,27,73
15/16,Empoli,Home,Home_Yellow,7,6,6,27,35
15/16,Empoli,Home,HT_Home_Goals,7,6,6,27,10
16/17,Empoli,Away,Away_Corners,3,4,12,13,83
16/17,Empoli,Away,Away_Fouls,3,4,12,13,239
16/17,Empoli,Away,Away_Red,3,4,12,13,1
16/17,Empoli,Away,Away_Shot_Acc,3,4,12,13,6.94
16/17,Empoli,Away,Away_Shots,3,4,12,13,171
16/17,Empoli,Away,Away_Shots_on_Target,3,4,12,13,58
16/17,Empoli,Away,Away_Yellow,3,4,12,13,54
16/17,Empoli,Away,FT_Away_Goals,3,4,12,13,13
16/17,Empoli,Away,HT_Away_Goals,3,4,12,13,6
16/17,Empoli,Home,FT_Home_Goals,5,4,10,19,16
16/17,Empoli,Home,Home_Corners,5,4,10,19,88
16/17,Empoli,Home,Home_Fouls,5,4,10,19,299
16/17,Empoli,Home,Home_Red,5,4,10,19,1
16/17,Empoli,Home,Home_Shot_Acc,5,4,10,19,6.69
16/17,Empoli,Home,Home_Shots,5,4,10,19,191
16/17,Empoli,Home,Home_Shots_on_Target,5,4,10,19,69
16/17,Empoli,Home,Home_Yellow,5,4,10,19,53
16/17,Empoli,Home,HT_Home_Goals,5,4,10,19,8
18/19,Empoli,Away,Away_Corners,1,5,13,8,92
18/19,Empoli,Away,Away_Fouls,1,5,13,8,213
18/19,Empoli,Away,Away_Red,1,5,13,8,3
18/19,Empoli,Away,Away_Shot_Acc,1,5,13,8,9.41
18/19,Empoli,Away,Away_Shots,1,5,13,8,154
18/19,Empoli,Away,Away_Shots_on_Target,1,5,13,8,83
18/19,Empoli,Away,Away_Yellow,1,5,13,8,37
18/19,Empoli,Away,FT_Away_Goals,1,5,13,8,18
18/19,Empoli,Away,HT_Away_Goals,1,5,13,8,9
18/19,Empoli,Home,FT_Home_Goals,9,3,7,30,33
18/19,Empoli,Home,Home_Corners,9,3,7,30,96
18/19,Empoli,Home,Home_Fouls,9,3,7,30,231
18/19,Empoli,Home,Home_Red,9,3,7,30,0
18/19,Empoli,Home,Home_Shot_Acc,9,3,7,30,11.5
18/19,Empoli,Home,Home_Shots,9,3,7,30,176
18/19,Empoli,Home,Home_Shots_on_Target,9,3,7,30,106
18/19,Empoli,Home,Home_Yellow,9,3,7,30,37
18/19,Empoli,Home,HT_Home_Goals,9,3,7,30,15
15/16,Frosinone,Away,Away_Corners,2,3,14,9,77
15/16,Frosinone,Away,Away_Fouls,2,3,14,9,300
15/16,Frosinone,Away,Away_Red,2,3,14,9,3
15/16,Frosinone,Away,Away_Shot_Acc,2,3,14,9,4.84
15/16,Frosinone,Away,Away_Shots,2,3,14,9,222
15/16,Frosinone,Away,Away_Shots_on_Target,2,3,14,9,56
15/16,Frosinone,Away,Away_Yellow,2,3,14,9,56
15/16,Frosinone,Away,FT_Away_Goals,2,3,14,9,17
15/16,Frosinone,Away,HT_Away_Goals,2,3,14,9,10
15/16,Frosinone,Home,FT_Home_Goals,6,4,9,22,18
15/16,Frosinone,Home,Home_Corners,6,4,9,22,93
15/16,Frosinone,Home,Home_Fouls,6,4,9,22,325
15/16,Frosinone,Home,Home_Red,6,4,9,22,2
15/16,Frosinone,Home,Home_Shot_Acc,6,4,9,22,4.75
15/16,Frosinone,Home,Home_Shots,6,4,9,22,264
15/16,Frosinone,Home,Home_Shots_on_Target,6,4,9,22,68
15/16,Frosinone,Home,Home_Yellow,6,4,9,22,52
15/16,Frosinone,Home,HT_Home_Goals,6,4,9,22,7
18/19,Frosinone,Away,Away_Corners,4,4,11,16,72
18/19,Frosinone,Away,Away_Fouls,4,4,11,16,268
18/19,Frosinone,Away,Away_Red,4,4,11,16,2
18/19,Frosinone,Away,Away_Shot_Acc,4,4,11,16,8.36
18/19,Frosinone,Away,Away_Shots,4,4,11,16,124
18/19,Frosinone,Away,Away_Shots_on_Target,4,4,11,16,53
18/19,Frosinone,Away,Away_Yellow,4,4,11,16,57
18/19,Frosinone,Away,FT_Away_Goals,4,4,11,16,15
18/19,Frosinone,Away,HT_Away_Goals,4,4,11,16,6
18/19,Frosinone,Home,FT_Home_Goals,1,6,12,9,14
18/19,Frosinone,Home,Home_Corners,1,6,12,9,88
18/19,Frosinone,Home,Home_Fouls,1,6,12,9,285
18/19,Frosinone,Home,Home_Red,1,6,12,9,0
18/19,Frosinone,Home,Home_Shot_Acc,1,6,12,9,8.63
18/19,Frosinone,Home,Home_Shots,1,6,12,9,198
18/19,Frosinone,Home,Home_Shots_on_Target,1,6,12,9,90
18/19,Frosinone,Home,Home_Yellow,1,6,12,9,45
18/19,Frosinone,Home,HT_Home_Goals,1,6,12,9,7
15/16,Carpi,Away,Away_Corners,3,6,10,15,90
15/16,Carpi,Away,Away_Fouls,3,6,10,15,307
15/16,Carpi,Away,Away_Red,3,6,10,15,3
15/16,Carpi,Away,Away_Shot_Acc,3,6,10,15,5.46
15/16,Carpi,Away,Away_Shots,3,6,10,15,195
15/16,Carpi,Away,Away_Shots_on_Target,3,6,10,15,60
15/16,Carpi,Away,Away_Yellow,3,6,10,15,55
15/16,Carpi,Away,FT_Away_Goals,3,6,10,15,14
15/16,Carpi,Away,HT_Away_Goals,3,6,10,15,6
15/16,Carpi,Home,FT_Home_Goals,6,5,8,23,23
15/16,Carpi,Home,Home_Corners,6,5,8,23,88
15/16,Carpi,Home,Home_Fouls,6,5,8,23,327
15/16,Carpi,Home,Home_Red,6,5,8,23,3
15/16,Carpi,Home,Home_Shot_Acc,6,5,8,23,6
15/16,Carpi,Home,Home_Shots,6,5,8,23,231
15/16,Carpi,Home,Home_Shots_on_Target,6,5,8,23,72
15/16,Carpi,Home,Home_Yellow,6,5,8,23,50
15/16,Carpi,Home,HT_Home_Goals,6,5,8,23,8
16/17,Crotone,Away,Away_Corners,3,3,13,12,78
16/17,Crotone,Away,Away_Fouls,3,3,13,12,286
16/17,Crotone,Away,Away_Red,3,3,13,12,3
16/17,Crotone,Away,Away_Shot_Acc,3,3,13,12,5.79
16/17,Crotone,Away,Away_Shots,3,3,13,12,174
16/17,Crotone,Away,Away_Shots_on_Target,3,3,13,12,56
16/17,Crotone,Away,Away_Yellow,3,3,13,12,47
16/17,Crotone,Away,FT_Away_Goals,3,3,13,12,13
16/17,Crotone,Away,HT_Away_Goals,3,3,13,12,4
16/17,Crotone,Home,FT_Home_Goals,6,4,9,22,21
16/17,Crotone,Home,Home_Corners,6,4,9,22,78
16/17,Crotone,Home,Home_Fouls,6,4,9,22,299
16/17,Crotone,Home,Home_Red,6,4,9,22,1
16/17,Crotone,Home,Home_Shot_Acc,6,4,9,22,6.63
16/17,Crotone,Home,Home_Shots,6,4,9,22,225
16/17,Crotone,Home,Home_Shots_on_Target,6,4,9,22,74
16/17,Crotone,Home,Home_Yellow,6,4,9,22,40
16/17,Crotone,Home,HT_Home_Goals,6,4,9,22,13
17/18,Crotone,Away,Away_Corners,3,2,14,11,62
17/18,Crotone,Away,Away_Fouls,3,2,14,11,243
17/18,Crotone,Away,Away_Red,3,2,14,11,1
17/18,Crotone,Away,Away_Shot_Acc,3,2,14,11,6.11
17/18,Crotone,Away,Away_Shots,3,2,14,11,178
17/18,Crotone,Away,Away_Shots_on_Target,3,2,14,11,52
17/18,Crotone,Away,Away_Yellow,3,2,14,11,38
17/18,Crotone,Away,FT_Away_Goals,3,2,14,11,17
17/18,Crotone,Away,HT_Away_Goals,3,2,14,11,4
17/18,Crotone,Home,FT_Home_Goals,6,6,7,24,23
17/18,Crotone,Home,Home_Corners,6,6,7,24,73
17/18,Crotone,Home,Home_Fouls,6,6,7,24,261
17/18,Crotone,Home,Home_Red,6,6,7,24,1
17/18,Crotone,Home,Home_Shot_Acc,6,6,7,24,8.02
17/18,Crotone,Home,Home_Shots,6,6,7,24,201
17/18,Crotone,Home,Home_Shots_on_Target,6,6,7,24,83
17/18,Crotone,Home,Home_Yellow,6,6,7,24,28
17/18,Crotone,Home,HT_Home_Goals,6,6,7,24,14
17/18,Benevento,Away,Away_Corners,1,1,17,4,70
17/18,Benevento,Away,Away_Fouls,1,1,17,4,243
17/18,Benevento,Away,Away_Red,1,1,17,4,5
17/18,Benevento,Away,Away_Shot_Acc,1,1,17,4,4.64
17/18,Benevento,Away,Away_Shots,1,1,17,4,180
17/18,Benevento,Away,Away_Shots_on_Target,1,1,17,4,43
17/18,Benevento,Away,Away_Yellow,1,1,17,4,40
17/18,Benevento,Away,FT_Away_Goals,1,1,17,4,10
17/18,Benevento,Away,HT_Away_Goals,1,1,17,4,6
17/18,Benevento,Home,FT_Home_Goals,5,2,12,17,23
17/18,Benevento,Home,Home_Corners,5,2,12,17,95
17/18,Benevento,Home,Home_Fouls,5,2,12,17,247
17/18,Benevento,Home,Home_Red,5,2,12,17,2
17/18,Benevento,Home,Home_Shot_Acc,5,2,12,17,6.55
17/18,Benevento,Home,Home_Shots,5,2,12,17,286
17/18,Benevento,Home,Home_Shots_on_Target,5,2,12,17,103
17/18,Benevento,Home,Home_Yellow,5,2,12,17,38
17/18,Benevento,Home,HT_Home_Goals,5,2,12,17,5
17/18,Spal,Away,Away_Corners,3,6,10,15,80
17/18,Spal,Away,Away_Fouls,3,6,10,15,249
17/18,Spal,Away,Away_Red,3,6,10,15,2
17/18,Spal,Away,Away_Shot_Acc,3,6,10,15,6.17
17/18,Spal,Away,Away_Shots,3,6,10,15,170
17/18,Spal,Away,Away_Shots_on_Target,3,6,10,15,55
17/18,Spal,Away,Away_Yellow,3,6,10,15,48
17/18,Spal,Away,FT_Away_Goals,3,6,10,15,17
17/18,Spal,Away,HT_Away_Goals,3,6,10,15,6
17/18,Spal,Home,FT_Home_Goals,5,8,6,23,22
17/18,Spal,Home,Home_Corners,5,8,6,23,95
17/18,Spal,Home,Home_Fouls,5,8,6,23,227
17/18,Spal,Home,Home_Red,5,8,6,23,2
17/18,Spal,Home,Home_Shot_Acc,5,8,6,23,5.6000000000000005
17/18,Spal,Home,Home_Shots,5,8,6,23,198
17/18,Spal,Home,Home_Shots_on_Target,5,8,6,23,60
17/18,Spal,Home,Home_Yellow,5,8,6,23,54
17/18,Spal,Home,HT_Home_Goals,5,8,6,23,10
18/19,Spal,Away,Away_Corners,6,2,11,20,95
18/19,Spal,Away,Away_Fouls,6,2,11,20,222
18/19,Spal,Away,Away_Red,6,2,11,20,1
18/19,Spal,Away,Away_Shot_Acc,6,2,11,20,9.75
18/19,Spal,Away,Away_Shots,6,2,11,20,158
18/19,Spal,Away,Away_Shots_on_Target,6,2,11,20,78
18/19,Spal,Away,Away_Yellow,6,2,11,20,57
18/19,Spal,Away,FT_Away_Goals,6,2,11,20,24
18/19,Spal,Away,HT_Away_Goals,6,2,11,20,11
18/19,Spal,Home,FT_Home_Goals,5,7,7,22,20
18/19,Spal,Home,Home_Corners,5,7,7,22,101
18/19,Spal,Home,Home_Fouls,5,7,7,22,262
18/19,Spal,Home,Home_Red,5,7,7,22,2
18/19,Spal,Home,Home_Shot_Acc,5,7,7,22,8.95
18/19,Spal,Home,Home_Shots,5,7,7,22,176
18/19,Spal,Home,Home_Shots_on_Target,5,7,7,22,83
18/19,Spal,Home,Home_Yellow,5,7,7,22,56
18/19,Spal,Home,HT_Home_Goals,5,7,7,22,6
